Ticker,Name,Year,Sector,Market Cap (B HKD),Revenue (B HKD),EPS (HKD),First_Close,Last_Close,Close_Difference,Dividends,Growth (%),ROA (%),PE_Ratio
0775.HK,CKLIFE SCIENCES,2021,Healthcare,7.977188352,5.402312,0.0169,0.8468,0.72133,-0.1254699999999999,0.01,-13.64,4.97,42.68224852071007
0553.HK,NANJING PANDA,2021,Technology,7.950354432,4.985026673561001,0.05049,5.29202,4.54859,-0.74343,0.031,-13.46,3.92,90.0889285006932
6666.HK,EVERG SERVICES,2021,Real Estate,7.891884544,14.512810400000001,-0.033,8.65,2.62,-6.03,0.0,-69.71,3.59,
3868.HK,XINYI ENERGY,2021,Utilities,7.874051072,2.5263128,0.1904727,4.53647,3.6817,-0.8547699999999994,0.158869,-15.34,11.43,19.329279209041506
3738.HK,VOBILE GROUP,2021,Technology,7.8028672,0.686528,-0.0119,4.36,6.18,1.8199999999999996,0.0,41.74,1.62,
2273.HK,GUSHENGTANG,2021,Healthcare,7.787091968,1.5093089000000002,-4.8180000000000005,28.64317,39.85351,11.21034,0.0,39.14,-18.17,
1773.HK,TIANLI INT HLDG,2021,Consumer Defensive,7.746467328,,,7.89737,1.82969,-6.067679999999999,0.1083,-75.46,,
1896.HK,MAOYAN ENT,2021,Communication Services,7.713911296,3.6557565000000007,0.352,13.14,9.14,-4.0,0.0,-30.44,7.35,25.965909090909093
0376.HK,YUNFENG FIN,2021,Financial Services,7.705140224,8.517586,0.133,3.05,1.35,-1.6999999999999995,0.0,-55.74,4.56,10.150375939849624
3306.HK,JNBY,2021,Consumer Cyclical,7.667125248,4.5388475,1.4300000000000002,5.55963,8.73336,3.173729999999999,1.5,84.07,33.7,6.107244755244754
1112.HK,H&H INTL HLDG,2021,Consumer Defensive,7.643442688,12.702607500000003,0.8690000000000001,24.03764,10.09157,-13.94607,0.76,-54.86,7.7,11.612853855005753
1983.HK,LUZHOU BANK,2021,Financial Services,7.60969984,3.881945100000001,0.264,2.38497,2.65886,0.2738899999999997,0.0,11.48,18.45,10.071439393939393
2562.HK,SYNAGISTICS,2021,Financial Services,7.605482496,,,,,,0.0,,,
1951.HK,JXR,2021,Healthcare,7.575399424,2.0227086,0.154,15.62384,8.44192,-7.18192,0.0,-45.97,5.56,54.817662337662334
2157.HK,LEPU BIO-B,2021,Healthcare,7.54379008,,-0.6705248,,,,0.0,,-49.18,
2285.HK,CHERVON,2021,Industrials,7.543157248,13.7107152,2.808,53.78219,52.96585,-0.8163399999999967,0.0,-1.52,10.88,18.862482193732195
1310.HK,HKBN,2021,Communication Services,7.512913408,11.463745,0.158,8.43048,7.34687,-1.0836099999999993,0.765,-3.78,10.09,46.499177215189874
0165.HK,CHINA EB LTD,2021,Financial Services,7.431952384,4.681611,1.527,8.02921,7.87716,-0.1520500000000009,0.63,5.95,-31.49,5.158585461689587
1440.HK,STAR SHINE-2500,2021,Basic Materials,7.370999808,0.1825362,0.0187,0.415,0.6,0.185,0.0,44.58,11.8,32.085561497326196
2142.HK,HBM HOLDINGS-B,2021,Healthcare,7.355279872,0.0336024,-1.482,9.98,7.7,-2.28,0.0,-22.85,-46.34,
2186.HK,LUYE PHARMA,2021,Healthcare,7.297639936,5.7202486,-0.0429,3.66,3.56,-0.1,0.0,-2.73,4.42,
3613.HK,TONGRENTANGCM,2021,Healthcare,7.215802368,1.556158,0.73,7.21207,12.02736,4.81529,0.24,70.09,22.24,16.475835616438356
2477.HK,WELLCELL H-NEW,2021,Communication Services,7.169999872,0.22366960000000002,0.0280764,,,,0.0,,24.08,
0517.HK,COSCO SHIP INTL,2021,Industrials,7.153933824,4.533549,0.1881,1.51866,1.62364,0.10498,0.255,23.7,4.07,8.631791600212653
2465.HK,LOPAL TECH,2021,Energy,7.147967488,4.458855962803001,0.803,,,,0.0,,11.94,
2522.HK,RIMAG GROUP,2021,Healthcare,7.08696064,0.6512143,-1.1136433,,,,0.0,,-7.89,
0819.HK,TIANNENG POWER,2021,Consumer Cyclical,7.038249472,94.1775087,1.265,15.83905,6.87973,-8.95932,0.4,-54.04,9.05,5.438521739130436
3316.HK,BINJIANG SER,2021,Real Estate,7.020738048,1.5388417000000003,1.276,11.41193,18.49846,7.0865300000000016,0.943,70.36,28.08,14.497225705329155
1475.HK,NISSIN FOODS,2021,Consumer Defensive,6.991717376,3.866335,0.2874,5.73601,5.49043,-0.2455800000000003,0.1405,-1.83,9.36,19.103792623521226
1349.HK,FUDANZHANGJIANG,2021,Healthcare,6.95570176,1.2543443968,0.231,3.45652,3.45152,-0.0049999999999998,0.054205,1.42,10.99,14.941645021645021
0839.HK,CHINA EDU GROUP,2021,Consumer Defensive,6.916765696,4.050200000000001,0.7154400000000001,11.8972,10.22213,-1.6750699999999998,0.336,-11.26,8.61,14.287892765291287
1691.HK,JS GLOBAL LIFE,2021,Consumer Cyclical,6.914394112,40.1746254,0.9672,1.62669,1.61483,-0.0118599999999999,0.2661,15.63,14.87,1.6695926385442514
1523.HK,PLOVER BAY TECH,2021,Technology,6.910982144,0.5781984,0.15288,0.76539,3.38088,2.61549,0.0749,351.51,37.92,22.11459968602826
1302.HK,LIFETECH SCI,2021,Healthcare,6.9074816,1.0178674,0.0748,4.42,3.66,-0.7599999999999998,0.0,-17.19,13.74,48.93048128342246
0604.HK,SHENZHEN INVEST,2021,Real Estate,6.852068352,32.050306,-0.3058,1.93153,1.31951,-0.61202,0.18,-22.37,2.92,
2038.HK,FIH,2021,Technology,6.77633536,66.9439602,0.0546,0.99,1.36,0.3700000000000001,0.0,37.37,4.49,24.90842490842491
2013.HK,WEIMOB INC,2021,Technology,6.761714176,2.1635988,-0.363,15.26,7.89,-7.37,0.0,-48.3,-5.1,
2291.HK,SCIENTECH,2021,Healthcare,6.761625088,0.24484130000000004,0.1862058,,,,0.0,,8.58,
0071.HK,MIRAMAR HOTEL,2021,Real Estate,6.7437696,1.247025,0.48,10.89881,11.17892,0.2801100000000005,0.48,6.97,2.33,23.289416666666668
1610.HK,COFCO JOYCOME,2021,Consumer Defensive,6.735540224,14.550366600000002,-0.12958,2.55694,2.80701,0.25007,0.206,17.84,3.64,
0863.HK,OSL GROUP,2021,Technology,6.720845312,0.324338,-0.95,19.14,9.0,-10.14,0.0,-52.98,-4.97,
0751.HK,SKYWORTH GROUP,2021,Technology,6.67666176,56.02080000000001,0.68321,2.00974,4.96525,2.9555100000000003,0.0,147.06,6.57,7.26753121295063
1855.HK,ZONQING LTD,2021,Industrials,6.608250368,1.0302545,0.044,0.6815,0.89093,0.20943,0.0,30.73,3.7,20.248409090909092
2225.HK,JINHAI MED TECH,2021,Industrials,6.565899776,0.021895836,-5e-05,0.345,0.7,0.355,0.0,102.9,16.1,
9676.HK,SHIYUE DAOTIAN,2021,Consumer Defensive,6.55844096,3.958076100000001,-0.1780174,,,,0.0,,-5.82,
1666.HK,TONG REN TANG,2021,Healthcare,6.54478592,5.940535700000001,0.44,4.38918,7.65054,3.2613600000000007,0.194464,78.74,12.87,17.38759090909091
1280.HK,QIDIAN GUOFENG,2021,Consumer Cyclical,6.487174656,0.3312903,-0.3234,1.17,0.71,-0.4599999999999999,0.0,-39.32,-2.03,
2598.HK,LIANLIAN,2021,Technology,6.473100288,0.7080084,-0.7670311,,,,0.0,,-9.13,
0028.HK,TIAN AN,2021,Real Estate,6.465368576,2.57468,0.96,3.6893,3.5826,-0.1067,0.2,2.53,6.0,3.731875
9966.HK,ALPHAMAB-B,2021,Healthcare,6.44521216,0.1606231,-0.484,16.5,13.6,-2.9000000000000004,0.0,-17.58,-14.56,
1799.HK,XINTE ENERGY,2021,Technology,6.4064,24.775343936915004,4.316730000000001,11.07229,13.44031,2.36802,0.12134,22.48,16.19,3.113539646908655
6606.HK,"6606.HK,0P0001LNWQ,0",2021,,6.345395712,0.23403710000000003,-8.965000000000002,84.0,22.1,-61.9,0.0,-73.69,-142.92,
1108.HK,TRIUMPH NEW EN,2021,Basic Materials,6.345222144,3.988436601644,0.484,8.67,17.54,8.87,0.0,102.31,8.96,36.239669421487605
0187.HK,JINGCHENG MAC,2021,Industrials,6.328631808,1.300930943433,-0.055,1.5,3.89,2.39,0.0,159.33,1.71,
2190.HK,ZYLOXTB,2021,Healthcare,6.254301184,0.19570320000000002,-0.7480000000000001,60.0,25.0,-35.0,0.0,-58.33,-6.3,
1789.HK,AK MEDICAL,2021,Healthcare,6.251279872,0.8375851000000001,0.088,12.50751,6.44038,-6.06713,0.04,-48.19,7.78,73.18613636363636
0460.HK,SIHUAN PHARM,2021,Healthcare,6.173099008,3.3422301000000005,0.04862,0.678,1.27671,0.59871,0.016,90.67,7.0,26.258946935417526
2158.HK,YIDU TECH,2021,Healthcare,6.096812544,0.9537396,-7.964000000000001,65.2,21.05,-44.150000000000006,0.0,-67.71,-76.55,
0081.HK,CH OVS G OCEANS,2021,Real Estate,6.08652288,59.21351810000001,1.6225000000000005,2.94094,3.18274,0.2418,0.355,20.29,5.7,1.961627118644067
0086.HK,SUN HUNG KAI CO,2021,Financial Services,5.985929728,5.4872,1.427,2.23934,3.04234,0.8029999999999999,0.26,47.47,7.24,2.1319831814996495
2172.HK,MICROPORT NEURO,2021,Healthcare,5.968768512,0.42107890000000003,0.0456302,,,,0.0,,8.93,
1052.HK,YUEXIUTRANSPORT,2021,Industrials,5.906254336,4.072503600000001,0.96316,3.85495,3.60446,-0.2504900000000001,0.27,0.51,12.43,3.742327339175215
0975.HK,MONGOL MINING,2021,Basic Materials,5.901113856,1.4357382,-0.4173,1.24,1.71,0.47,0.0,37.9,1.91,
2255.HK,HAICHANG HLDG,2021,Consumer Cyclical,5.842080256,2.70622,0.11616,0.235,1.59,1.355,0.0,576.6,20.41,13.68801652892562
0200.HK,MELCO INT'L DEV,2021,Consumer Cyclical,5.8118016,15.638846,-2.52,15.0,9.51,-5.49,0.0,-36.6,0.34,
2105.HK,LAEKNA-B,2021,Healthcare,5.773541888,,-2.1119197,,,,0.0,,-177.93,
1905.HK,HAITONG UT,2021,Financial Services,5.764709888,5.8637964,0.176,0.92489,0.7133,-0.2115899999999999,0.0682983,-15.49,-3.5,4.05284090909091
2169.HK,CANGGANGRAILWAY,2021,Industrials,5.72,0.3915890000000001,0.022,0.39551,0.54026,0.14475,0.012075,39.65,14.14,24.55727272727273
2490.HK,LC LOGISTICS,2021,Industrials,5.713928704,4.6149323,1.4880030000000002,,,,0.0,,43.27,
0173.HK,K. WAH INT'L,2021,Real Estate,5.706441216,16.2177,1.0726,2.75744,2.38873,-0.3687100000000001,0.21,-5.76,6.57,2.227046429237367
0308.HK,CHINA TRAVEL HK,2021,Consumer Cyclical,5.702728704,3.647829,0.0314,1.02566,1.49011,0.46445,0.0,45.28,2.45,47.455732484076435
0737.HK,BAY AREA DEV,2021,Industrials,5.701126656,0.6748621,0.25399,1.84442,2.1333,0.2888800000000002,0.33872,34.03,9.1,8.399149572817828
0258.HK,TOMSON GROUP,2021,Real Estate,5.675968,0.779066,0.1438,1.47371,1.73329,0.2595799999999999,0.11,25.08,3.18,12.05347705146036
1858.HK,CHUNLI MEDICAL,2021,Healthcare,5.6759296,1.218953472671,1.023,19.19135,13.73792,-5.453429999999999,0.0,-28.42,14.8,13.42905180840665
6086.HK,FANGZHOU JIANKE,2021,Healthcare,5.642536448,1.9345403,-0.2494734,,,,0.0,,-91.49,
0340.HK,TONGGUAN GOLD,2021,Basic Materials,5.629042688,0.681721,0.0409,0.305,0.7,0.3949999999999999,0.0,129.51,6.93,17.114914425427873
1866.HK,CHINA XLX FERT,2021,Basic Materials,5.607758336,18.6750091,1.21627,2.12948,4.51697,2.38749,0.11882,117.7,16.51,3.7137888791140123
0119.HK,POLY PROPERTY,2021,Real Estate,5.578923008,33.33595210000001,0.6149000000000001,1.83485,1.74974,-0.08511,0.128,2.34,4.78,2.8455683851032685
3990.HK,MIDEA REAL EST,2021,Real Estate,5.540682752,81.0734078,3.3440000000000003,11.3726,9.01086,-2.361740000000001,1.6,-6.7,3.39,2.6946351674641145
1516.HK,SUNAC SERVICES,2021,Real Estate,5.471743488,8.6940414,0.451,12.98256,6.139,-6.843559999999999,0.07,-52.17,15.69,13.611973392461197
0990.HK,THEME INT'L,2021,Basic Materials,5.455876096,34.6449,0.0771,0.14411,0.84148,0.69737,0.0,483.92,14.49,10.91413748378729
0272.HK,SHUI ON LAND,2021,Real Estate,5.446493696,19.3105,0.2233,0.76612,0.77339,0.0072699999999999,0.036,5.65,6.71,3.46345723242275
2256.HK,ABBISKO-B,2021,Healthcare,5.4380288,0.024950200000000002,-8.481,12.4,9.1,-3.3000000000000007,0.0,-26.61,-74.47,
0588.HK,BEIJING N STAR,2021,Real Estate,5.434459648,24.401139185500003,0.022,1.35102,1.12505,-0.22597,0.03598,-14.06,1.96,51.13863636363637
1458.HK,ZHOU HEI YA,2021,Consumer Defensive,5.413499392,3.1569593000000005,0.165,8.14789,5.32664,-2.82125,0.08,-33.64,15.14,32.282666666666664
2877.HK,SHINEWAY PHARM,2021,Healthcare,5.401110016,3.5459050000000003,0.8140000000000001,3.86037,5.43877,1.5783999999999998,0.718,59.49,13.8,6.681535626535626
0909.HK,MING YUAN CLOUD,2021,Technology,5.330505216,2.402939,-0.198,49.72375,17.01875,-32.705,0.083,-65.61,-7.0,
9890.HK,ZX INC,2021,Communication Services,5.31767808,6.309289800000001,1.2676862,,,,0.0,,12.44,
9879.HK,MIGAO GROUP,2021,Basic Materials,5.3172992,2.2897369,0.2472481,,,,0.0,,13.23,
0373.HK,ALLIED GROUP,2021,Financial Services,5.30565632,7.9703,1.9,2.71119,2.4171,-0.2940900000000002,0.125,-6.24,22.55,1.2721578947368422
9885.HK,YSB,2021,Healthcare,5.300645888,11.1028918,-0.8725893000000001,,,,0.0,,-12.56,
3709.HK,EEKA FASHION,2021,Consumer Cyclical,5.2962048,6.990362500000001,0.9207,11.88351,11.52001,-0.3635000000000001,0.38,0.14,28.85,12.512229825133051
0826.HK,TIANGONG INT'L,2021,Basic Materials,5.28649984,6.319360300000001,0.2684,3.04288,4.38666,1.3437800000000002,0.0888,47.08,10.6,16.343740685543963
1672.HK,ASCLETIS-B,2021,Healthcare,5.274171392,0.0845636,-0.19943,2.86,3.29,0.4300000000000001,0.0,15.03,-6.58,
9979.HK,GREENTOWN MGMT,2021,Real Estate,5.251622912,2.4674738,0.319,2.54305,4.43497,1.89192,0.2,82.26,15.79,13.902727272727272
2402.HK,SINOHYTEC,2021,Consumer Cyclical,5.234683904,0.692305636583,-0.9147963,,,,0.0,,-5.88,
0777.HK,NETDRAGON,2021,Communication Services,5.232941056,7.739600000000001,2.1083700000000003,12.62503,13.73867,1.1136400000000002,0.65,13.97,18.48,6.516251891271455
2488.HK,LAUNCH TECH,2021,Consumer Cyclical,5.225174528,1.4792958108499998,0.23518,3.00496,2.11778,-0.8871799999999999,0.0,-29.52,12.69,9.004932392210224
0327.HK,PAX GLOBAL,2021,Industrials,5.223729152,7.195982,0.989,5.58405,4.49493,-1.0891200000000003,0.32,-13.77,15.3,4.544924165824065
1809.HK,PRINX CHENGSHAN,2021,Consumer Cyclical,5.220362752,8.290877100000001,0.473,7.56457,6.49701,-1.0675599999999994,0.2,-11.47,6.94,13.735750528541228
2561.HK,VISEN PHARMA-B,2021,Healthcare,5.081143808,,,,,,0.0,,,
1969.HK,CHINA CHUNLAI,2021,Consumer Defensive,5.076000256,1.1461989,0.561,1.19618,1.76666,0.5704799999999999,0.0,47.69,18.85,3.1491265597147944
6955.HK,BOAN BIOTECH,2021,Healthcare,5.005623808,0.1745744,-0.4868831,,,,0.0,,-8.55,
0116.HK,CHOW SANG SANG,2021,Consumer Cyclical,5.004254208,21.987559,0.949549,7.60432,9.2674,1.66308,0.3,25.82,10.41,9.759791227203651
6686.HK,NOAH HOLDINGS,2021,Financial Services,5.002285568,4.7224034,4.3032,,,,0.0,,14.59,
1286.HK,IMPRO PRECISION,2021,Industrials,4.982445568,3.777701,0.203,1.88914,1.46679,-0.42235,0.047,-19.87,11.92,7.225566502463054
2469.HK,FENBI,2021,Consumer Defensive,4.95763712,3.771414900000001,-1.0730742,,,,0.0,,-89.63,
0357.HK,MEILAN AIRPORT,2021,Industrials,4.940343296,1.7662834750000003,1.7820000000000005,43.75,24.05,-19.7,0.0,-45.03,9.55,13.49607182940516
0215.HK,HUTCHTEL HK,2021,Communication Services,4.915482112,5.385,0.0008,0.80944,1.03166,0.2222199999999999,0.2501,58.35,9.26,
9860.HK,ADICON HOLDINGS,2021,Healthcare,4.899556352,3.717466500000001,0.4797749,,,,0.0,,20.21,
0895.HK,DONGJIANG ENV,2021,Industrials,4.89920512,4.416753,0.198,5.08856,3.57606,-1.5125000000000002,0.119251,-27.38,8.15,18.06090909090909
1515.HK,CR MEDICAL,2021,Healthcare,4.830237184,4.8922247,0.363,6.20903,4.33904,-1.8699900000000005,0.0882,-28.7,4.93,11.953278236914601
0315.HK,SMARTONE TELE,2021,Communication Services,4.822161408,6.720308,0.399,3.02106,3.21277,0.19171,0.3,16.28,23.41,8.052055137844611
1916.HK,JIANGXI BANK,2021,Financial Services,4.819424256,9.9265276,0.374,2.64276,2.25586,-0.3868999999999998,0.06035,-12.36,33.63,6.0317112299465245
3978.HK,BESTSTUDY EDU,2021,Consumer Defensive,4.803743232,2.0884897,-0.4752,2.82792,0.31685,-2.51107,0.055,-86.85,7.45,
2315.HK,BIOCYTOGEN-B,2021,Healthcare,4.77060608,0.39001050000000004,-1.5128586000000002,,,,0.0,,-18.06,
1476.HK,HENGTOU SEC,2021,Financial Services,4.740317696,3.691190800000001,0.121,2.67,3.59,0.92,0.0,34.46,3.45,29.669421487603305
0581.HK,CHINA ORIENTAL,2021,Basic Materials,4.690438144,57.15331270000001,0.7370000000000001,1.73038,1.92463,0.19425,0.1,17.0,9.68,2.611438263229308
3380.HK,LOGAN GROUP,2021,Real Estate,4.687622656,86.1218864,2.0001300000000004,10.85124,5.96,-4.891240000000001,1.0699999999999998,-35.21,6.21,2.979806312589681
0062.HK,TRANSPORT INT'L,2021,Industrials,4.68188928,7.202008,0.53,12.19413,10.76746,-1.4266699999999997,0.5,-7.6,5.87,20.315962264150944
1224.HK,C C LAND,2021,Real Estate,4.658796544,0.648051,0.1262,1.6352,1.70149,0.0662899999999999,0.02,5.28,1.2,13.482488114104594
3669.HK,YONGDA AUTO,2021,Consumer Cyclical,4.631425024,85.7082094,1.386,9.47524,8.08983,-1.3854100000000005,0.34693,-10.96,17.54,5.836818181818182
1709.HK,DL HOLDINGS GP,2021,Financial Services,4.627864576,0.426551,0.148131,2.47412,2.5217,0.0475799999999999,0.0,1.92,36.09,17.023445463812436
6616.HK,GLOBAL NEW MAT,2021,Basic Materials,4.620985344,0.7366997,0.176,3.66771,11.10224,7.43453,0.0,202.7,9.72,63.080909090909095
2585.HK,MOKINGRAN,2021,Consumer Cyclical,4.614088704,18.5581,0.8888605,,,,0.0,,12.04,
1501.HK,INT MEDICAL,2021,Healthcare,4.610420736,0.5111425,0.946,39.79725,22.01419,-17.78306,0.341,-43.83,12.65,23.27081395348837
9900.HK,GAIN PLUS HLDGS,2021,Industrials,4.58304,0.951249,0.0916,0.98852,1.76522,0.7767000000000001,0.0,78.57,14.12,19.270960698689958
0710.HK,BOE VARITRONIX,2021,Technology,4.581707776,7.737943,0.451,2.56819,9.33448,6.76629,0.05,265.41,9.26,20.697294900221728
9663.HK,SINOSYNERGY,2021,Industrials,4.580956672,0.5028518000000001,-1.4928980000000005,,,,0.0,,-29.25,
2453.HK,CONCORD HC GP,2021,Healthcare,4.54874624,0.5175555000000001,-1.2539494,,,,0.0,,-5.8,
2342.HK,COMBA,2021,Technology,4.507706368,5.869666,-0.2143,2.20965,1.73685,-0.4727999999999999,0.0,-21.4,-1.31,
2531.HK,CARLINK TECH,2021,Consumer Cyclical,4.47251968,0.3594514,0.0955108,,,,0.0,,10.44,
0861.HK,DC HOLDINGS,2021,Industrials,4.46853888,18.8150127,0.42482,5.76425,4.56157,-1.20268,0.12,-18.78,6.0,10.737653594463538
2179.HK,RECBIO-B,2021,Healthcare,4.433600512,,-1.6136461,,,,0.0,,-33.17,
0535.HK,GEMDALE PPT,2021,Real Estate,4.402630144,15.603274500000001,0.26675,0.88453,0.73423,-0.1503,0.0967,-6.06,9.48,2.7525023430178073
6626.HK,YUEXIU SERVICES,2021,Real Estate,4.341387264,2.1102158,0.297,4.20179,2.9447,-1.2570899999999998,0.0,-29.92,12.95,9.914814814814816
1234.HK,CHINA LILANG,2021,Consumer Cyclical,4.334877184,3.717428000000001,0.42999,4.34005,3.7482,-0.5918499999999995,0.32,-6.26,17.47,8.716946905741995
1477.HK,OCUMENSION-B,2021,Healthcare,4.305827328,0.061760600000000006,-0.473,28.25,17.5,-10.75,0.0,-38.05,-8.11,
1812.HK,CHENMING PAPER,2021,Basic Materials,4.241071872,36.321793523554,0.6160000000000001,3.91713,3.73,-0.1871299999999998,0.2239,0.94,9.8,6.055194805194804
9669.HK,BEISEN HOLDING,2021,Technology,4.196646144,0.6119597,-1.4457718000000002,,,,0.0,,-163.58,
9666.HK,JINKE SERVICES,2021,Real Estate,4.196002816,6.565292800000001,1.7820000000000005,59.3479,32.52463,-26.82327,0.603251,-44.18,14.18,18.251756453423116
2480.HK,LUZHU BIOTECH-B,2021,Healthcare,4.183830016,,-2.9305782,,,,0.0,,-80.65,
0799.HK,IGG,2021,Communication Services,4.177816576,6.050894,0.3158,7.43417,6.62887,-0.8052999999999999,0.412,-5.29,12.83,20.990721975934132
2373.HK,BEAUTYFARM MED,2021,Healthcare,4.173589504,1.958814,0.9229836,,,,0.0,,24.62,
6676.HK,ZG GROUP-W,2021,Technology,4.166540032,1.4887752000000003,-0.2715009,,,,0.0,,-2.86,
0341.HK,CAFE DE CORAL H,2021,Consumer Cyclical,4.073298432,6.714255,0.62,14.63756,12.06704,-2.57052,0.38,-14.97,22.1,19.462967741935486
3319.HK,A-LIVING,2021,Real Estate,4.072357632,15.488097900000001,1.837,31.31035,12.44998,-18.86037,0.229235,-59.5,18.44,6.777343494828525
1126.HK,DREAM INT'L,2021,Consumer Cyclical,4.054421248,4.799785,0.286,1.84015,1.91441,0.0742599999999999,0.12,10.56,10.68,6.693741258741259
6896.HK,GOLDEN THROAT,2021,Healthcare,4.014409728,0.9025973,0.27918,0.87398,1.05078,0.1768,0.06,27.09,15.87,3.7638082957231895
6660.HK,AIM VACCINE,2021,Healthcare,4.010851072,1.7271419000000003,-0.6299436,,,,0.0,,-6.16,
1576.HK,QILU EXPRESSWAY,2021,Industrials,4.0,2.1948399,0.473,1.2402,2.50485,1.2646499999999998,0.216714,119.45,26.78,5.295665961945032
0558.HK,LK TECH,2021,Industrials,3.984018944,4.021206,0.262,1.67843,15.15837,13.47994,0.09,808.49,11.79,57.85637404580152
2722.HK,CHONGQING M&E,2021,Industrials,3.94256512,8.151674882923002,0.088,0.4034,0.58224,0.17884,0.01204,47.32,3.57,6.616363636363636
3382.HK,TIANJINPORT DEV,2021,Industrials,3.94112,17.370544,0.15,0.49827,0.507,0.00873,0.0413,10.04,9.84,3.3800000000000003
1857.HK,CEB WATER,2021,Utilities,3.919405312,6.912371,0.4196,1.2097,1.72555,0.5158499999999999,0.123313646,52.84,6.81,4.112368922783603
9930.HK,HORIZON CD,2021,Industrials,3.900633088,6.755284800000001,0.2441483,,,,0.0,,13.08,
0034.HK,KOWLOON DEV,2021,Real Estate,3.892505856,2.050388,1.693505,6.2455,8.39128,2.14578,0.7296480000000001,46.04,4.99,4.95497798943611
2616.HK,CSTONE PHARMA-B,2021,Healthcare,3.88121984,0.26808980000000004,-1.815,10.28,8.27,-2.01,0.0,-19.55,-91.78,
3600.HK,MODERN DENTAL,2021,Healthcare,3.830916096,2.955172,0.377,1.25106,4.96575,3.71469,0.12,306.52,17.08,13.171750663129973
0182.HK,CONCORD NE,2021,Utilities,3.807764224,1.8347978,0.10406,0.38776,0.70878,0.3210199999999999,0.03,90.53,8.58,6.811262733038631
2418.HK,DEEWIN,2021,Consumer Cyclical,3.7957056,3.4395350000000007,0.1836978,,,,0.0,,5.43,
2519.HK,AUGROUP,2021,Consumer Cyclical,3.778374912,9.9783123,-1.5386987,,,,0.0,,-15.53,
1873.HK,VIVA BIOTECH,2021,Healthcare,3.746036736,2.3144913,0.165,8.7814,4.71,-4.0714,0.01,-46.25,9.35,28.545454545454543
1571.HK,XIN POINT HOLD,2021,Consumer Cyclical,3.72079616,2.5437148,0.231,3.98615,1.99384,-1.99231,0.184,-45.36,14.0,8.63134199134199
0662.HK,ASIA FINANCIAL,2021,Financial Services,3.697479936,1.750999,0.719,3.37964,3.34733,-0.0323100000000002,0.11,2.3,5.39,4.6555354659248955
0933.HK,VIVA GOODS,2021,Consumer Cyclical,3.689051904,1.381637,0.4039,,,,0.0,,52.03,
1763.HK,CIRC,2021,Healthcare,3.684960256,5.6580634,1.1550000000000002,24.19164,20.00479,-4.18685,0.2171,-16.41,10.81,17.3201645021645
6608.HK,BAIRONG-W,2021,Technology,3.656660736,1.7858104000000001,-10.076,26.7,10.16,-16.54,0.0,-61.95,-79.09,
1782.HK,IB DIGITAL TECH,2021,Technology,3.643839744,0.109032,0.00803,0.41793,0.34037,-0.07756,0.0,-18.56,4.56,42.387297633872976
1785.HK,CHENGDU EXPWAY,2021,Industrials,3.643419904,2.9726079757000003,0.407,1.5081,1.62941,0.12131,0.147213,17.81,15.7,4.003464373464374
2777.HK,R&F PROPERTIES,2021,Real Estate,3.63979904,83.8533685,-4.8279000000000005,8.84904,2.9,-5.94904,0.8694710000000001,-57.4,-1.97,
0830.HK,CSC DEVELOPMENT,2021,Industrials,3.63143552,6.294827,0.1355,0.42484,1.43142,1.00658,0.06,251.05,5.05,10.563985239852396
0743.HK,ASIA CEMENT CH,2021,Basic Materials,3.603755008,12.931498800000002,1.2419,4.88409,3.72018,-1.1639099999999996,0.621,-11.12,18.07,2.995555197680973
2139.HK,BANK OF GANSU,2021,Financial Services,3.571542784,4.7627327,4.1690000000000005,1.45,1.5,0.05,0.0,3.45,23.15,0.35979851283281356
1250.HK,SDHS NEW ENERGY,2021,Utilities,3.549612288,6.625760900000001,-0.341,6.6,4.85,-1.75,0.0,-26.52,5.9,
2156.HK,C&D PROPERTY,2021,Real Estate,3.548815104,1.7123095000000002,0.143,2.26437,4.02555,1.76118,0.0,77.78,9.27,28.1506993006993
6868.HK,TENFU,2021,Consumer Defensive,3.54324096,2.1171161,0.363,4.9424,4.81948,-0.1229199999999997,0.28,3.18,23.45,13.2768044077135
6138.HK,HARBIN BANK,2021,Financial Services,3.518592,12.777246900000002,0.022,0.98,0.79,-0.1899999999999999,0.0,-19.39,10.47,35.909090909090914
0468.HK,GAPACK,2021,Consumer Cyclical,3.517825024,3.810766300000001,0.231,4.02596,2.73223,-1.2937300000000005,0.26,-25.68,15.33,11.827835497835498
1272.HK,DATANG ENVIRO,2021,Industrials,3.501697024,5.8172576,-0.077,0.61174,0.88873,0.27699,0.053543,54.03,3.16,
1717.HK,AUSNUTRIA,2021,Consumer Defensive,3.45063936,9.4326727,0.48917,11.45407,8.50447,-2.9496,0.27,-23.39,13.55,17.385510149845658
0326.HK,CHINA STAR ENT,2021,Communication Services,3.44905216,0.003717,-0.0624,1.54,0.83,-0.7100000000000001,0.0,-46.1,-2.6,
1051.HK,G-RESOURCES,2021,Financial Services,3.426186496,0.492687,1.209,2.55793,2.38744,-0.17049,0.0,-6.67,4.19,1.9747229114971048
9922.HK,JIUMAOJIU,2021,Consumer Cyclical,3.396240896,4.5976744,0.253,23.8282,13.22553,-10.60267,0.02,-44.41,23.2,52.27482213438735
